import_id,section,domain,skill,group,source_question_pdf,question_number,question_id,Question,A,B,C,D,Answer
ocr-00454,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 1.pdf,1.8,4420e500,,"Area and Volume 1 1a 44206500 [What is the area of a rectangle with a length of 4 centimeters (etn) and a width of 2 em? 6m"" 88cm?",,c.12em? 36 em?,,B
ocr-00455,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 1.pdf,1.9,165c30c4,"19 sczocs Oe ‘Arectangle has a length of 64 inches and a width of 32 inches. Whats the area, in square inches, ofthe rectangle? oe (J The figure shows the lengths, in centimeters (em), ofthe edges of aright rectangular prism. The volume V of aright rectangular prisms 2wh, where € is the length of the prism, w is the width of the prism, and his the",,,,,2048
ocr-00328,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 2.pdf,2.1,f67e4efc,,"Area and Volume 2 21 foresee ‘Aright circular cylinder has a volume of 457 I the height ofthe cylinder is 5, whats the radius ofthe cylinder? a3",B45,cs B40,,A
ocr-00337,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 2.pdf,2.1,d621cffb,210 dette SS,"Asphere has aradus of 2 feet. Whats the volume, in cubic fet, ofthe sphere? at om",,,,D
ocr-00338,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 2.pdf,2.11,3b931fb0,,"an seane9 {right circular cylinder has a volume of 377 cubic centimeters, The area ofthe base ofthe cylinder is 13 square",,"centimeters. What i the height, in centimeters, ofthe cylinder? 21208749, _ _ _ ‘The table gives the perimeters of similar triangles TUV and XY Z, where TU corresponds to XY. The length of TU is 18, —_——",,29
ocr-00339,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 2.pdf,2.12,e0874bc2,[Perimeter 0,,,,,D
ocr-00340,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 2.pdf,2.13,c0586eb5,,"Area and Volume 2 213 cosscebs ‘Acylnder has a diameter of 8 inches and a height of 12 inches. What isthe volume, in cubic inches, of the",,"cylinder? AG 8.960 192"" 2. 768",,C
ocr-00341,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 2.pdf,2.14,e336a1d2,"2m esos ‘Acube has an edge length of AI inches. What is the volume, in cubie inches of the cube?","Aled 81,681 ©. 10,086 0.68,921 21s <castsco [Atrlangle has a base length of 56 centimeters and a height of 112 centimeters. What s the area, in square centimeters, of",,,,D
ocr-00342,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 2.pdf,2.15,468613c0,"NG NAS 8 SO NONI OF OD COMMTEES AES NANG OF ANS COMMENTS. WNAENS Me area, in square centimerers, Or the triangle?","A168 81,568 63,136 0.6,272 236 ostsats , ‘The length of each side ofa square is 94 centimeters (em). Which expression gives the area, in em of the square? ADO 82-94-94",,,,C
ocr-00343,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 2.pdf,2.16,aef4fd8a,,,B.2-94-94,C494 294-94,,D
ocr-00344,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 2.pdf,2.17,9c0a0eca,,"Area and Volume 2 217 sc0a0ece Atrlangle has a base length of 10 centimeters and a corresponding height of 70 centimeters. What isthe area, in square",,"centimeters, ofthe triangle? A700 8.350 c.175 2.80",,B
ocr-00345,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 2.pdf,2.18,e9c5bfb2,2 ecsome2,"A DQ. Win T Note: Figure not drawn to scale. Rectangles ABCD and QRST shown are similar, where A, B, C, and D correspond to QR, S, and T, respectively, What isthe length, in inches (in), of AD? 060 8.24",B c R s 12in Sin,,,B
ocr-00346,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 2.pdf,2.19,a2659088,,"ABr 8.205 ©.768% 01,1520",,"c.i7 3.10 219 azes0088 [Aight circular cylinder has aheight of 8 meters (m) and a base with a radius of 12 m. What isthe volume, in m?, of the cylinder?",,D
ocr-00329,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 2.pdf,2.2,5afbdc8e,22° safeacne oO ‘Whats the length of one side ofa square that has the same sea as acice with radius 2?,Aa 2v2n,ban,cn,,C
ocr-00347,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 2.pdf,2.2,03c6994f,,"Area and Volume 2 220 oxcsasst ‘Square A has side lengths that are 246 times the side lengths of square B. The area of square Ais ktimes the area of square B, What isthe value of k? 460,516 8.492 246 5.123",,,,A
ocr-00348,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 2.pdf,2.21,096c7ef5,,am oxecrets 2 7) oe Prey yy 7) Po ro eee Pr rr sta eee Poy eH SSeS eeeeeeeees aH eee Preyer attr rrr re rt SESS eee,,,,B
ocr-00330,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 2.pdf,2.3,ec5d4823,"23 ecsuaaae OO ‘what isthe volume, in cubic centimeters, of aright rectangular prism that has alenath of & centimeters, a width of 9 centimeters, and a height of 10 centimeters? 24 iedase ‘Amanufacturing company produces two sizes of cylindrical containers that ‘each have a height of 50 centimeters. The rads of container A is 16 ‘centimeters, and the radius of container Bis 25% longer than the radius of ‘container A. What is the volume, in cubic centimeters, of container B? 4.160007",,,,,360
ocr-00331,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 2.pdf,2.4,151eda3c,"8.200007 25,0007 0.31 2507",,,,,B
ocr-00332,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 2.pdf,2.5,38517165,,"Area and Volume 2 25 sesines OO ‘circle has a circumference of 81x centimeters. Whats the ciameter, in centimeters ofthe cle? 26 oobrasts ‘Atrianguar prism has a eight of 8 centimeters (em) and a volume of 216 em. What isthe are, in em, ofthe","base of the prism? (The volume of a triangular prism is equal to Bh, where Bis the area ofthe base and his the height of the prism)",,,31
ocr-00333,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 2.pdf,2.6,08b7a3f5,27 azerss60 ‘Acylindcal can containing pleces of tuts filed tothe top with syrup,"aTSem? 8 185cm? ¢, 640. cm? sen 9","before being sealed. The base of the can has an area of 75 GM, and the height ofthe canis 10 om. i 110 em of syrup is needed to fil the canto the top, which ofthe folowing is closest to the total volume ofthe pieces of fruit inthe can?",,,27
ocr-00334,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 2.pdf,2.7,a2e76b60,", 750cm?",ae s7adeuot OO “The glass pictured above can hold a maximum volume of 473 cubic,B 767,"Centimeters, which is approximately 16 fluid ounces. What isthe value of k, in centimeters? A. 252",,C
ocr-00335,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 2.pdf,2.8,37dde49f,8. 767 ©. 779 p.t0n,,,,,D
ocr-00336,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 2.pdf,2.9,cf53cb56,,"Area and Volume 2 29 cfsxcbs6 a: a Inthe xy-plane shown, square ABCD has its dlagonals onthe x- and y-axes. Whatis the area in square units, ofthe square? 20 8.25",,,,C
ocr-00401,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 3.pdf,3.1,a07ed090,,"Area and Volume 3 31 s0Tedon0 — ‘ “The figure shown is aright circular cylinder witha recius of rand height off. A second right circular cylinder (not shown) has a volume that is 302 times as large as the volume ofthe cylinder shown. Which ofthe following could represent the radius R, in terms of r, and the height H, in terms off, of the second cylinder? A. R= 8rand = Th 8. R= Sr and HT = 49h.",,,,C
ocr-00410,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 3.pdf,3.1,459dd6c5,©.120,"ae 310 «saaaces OO ‘Tangles ABC and DEF are similar. Each side length of triangle ABC is 4 times the corresponding sie length of triangle DEF. The area of triangle ABC is 270 square inches. Whats the aea, in square inches, of tangle",,,DEF?,3.11
ocr-00411,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 3.pdf,3.11,310c87fe,"sm -socerte OO ‘Acube has a surface area of 4 square meters. What isthe volume, in cubie meters, ofthe cube?",Ate 8.27,bat,c.36,,B
ocr-00412,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 3.pdf,3.12,983412ea,,"Area and Volume 3 a2 9833 ‘Aight square prism has a height of 14 units. The volume of the prism is 2,016 cubic units. What is the length, in units, ofan ‘edge of the base? a3 on9526f |",,,,12
ocr-00413,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 3.pdf,3.13,099526fc,?,,,CeCe rt PEE PCCeCeP eee ert SSRSnn SSSREEEe COCeCcPereeeeee et coe CCCP At Po POC COC POE see eet Peace POPC ret SSRSSEE} SSSRREEE POCA eet Pee ToS Tos ‘Theline segment shown inthe plane represents on ofthe legs fright triangle The are ofthis rangle is 36/73,,B
ocr-00414,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 3.pdf,3.14,c984f1a5,,An a2,,"c3vis o.1svi5 a ceetas Ahemphee leaf of sphere fa hemisphere as aradus of 27 hes, which of the following elses tthe vote, incubicinees, ofthis hemisphere? 1,500",,D
ocr-00415,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 3.pdf,3.15,6708546e,,Area and Volume 3,"BIS eTOBSA6e Parallelogram ABCD is similar to parallelogram PQRS. The length of each side of parallelogram PQRS is 2 times the length of its corresponding side of parallelogram ABCD, The area of parallelogram ABCD is 5 squere centimeters. What isthe area, in square centimeters, of parallelogram PQRS? AT 8.10 6.20 0.25",,,C
ocr-00416,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 3.pdf,3.16,b2528e6b,316 baszaeso 2,atOP Perey yee,,co tH Pr ef HT Pree eH Pree ey,,8
ocr-00417,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 3.pdf,3.17,502d9690,"Jee 1012 14 ‘The three points shown define a circle. The circumference of ths circle isk, where kis a constant What is the value of K7 3x7 5029690 Rectangle ABCD ie similar to rectangle EFGH. The ares of rectangle ABCD ls 648 square inches, and the area of, rectangle EFGH is 72 square inches. The length ofthe longest side of rectangle ABCD is 36 inches. What the length, in inches, ofthe longest side of rectangle EFGH?",Ad,Bo,,,C
ocr-00418,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 3.pdf,3.18,deff8a2f,,"Area and Volume 3 318 ettsazt ‘The circumference of the base of a rght circular cylinder is 20 meters. and the height of the cylinder is 6 meters. What is the volume in cubic meters, ofthe cylinder? A600 8.1200 600% 0.2400",,,,C
ocr-00402,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 3.pdf,3.2,899c6042,,Aight circular cone has a height of 22 centimeters (cm) and a base with a diameter of 6m. The volume ofthis ‘cone is nm em®. what isthe value of n? as umueaoo,,CRs Trond H = 8h 0. R= 49r and H = 8h 32 e00cc0u2,,66
ocr-00403,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 3.pdf,3.3,b0dc920d,3 bodes204 “Amanufacturer determined that right eyinecal containers witha height thats inches longer than theradus oe the optima numberof,"Aveda 2, V= mar)? c= m4",b= m4?,"conteines tobe displayed ona shel. Which of the following expresses the ‘volume, ¥ in cubic inches, of such containers, where isthe radius, in inches?",,D
ocr-00404,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 3.pdf,3.4,5b2b8866,"34 sozbea65 ‘Arectangular poster has an area of 360 square inches. & copy of the poster is made in which the length and \width ofthe original poster are each increased by 20%. What isthe area of the copy, in square inches?",,,,,518.4
ocr-00405,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 3.pdf,3.5,9f934297,,"Area and Volume 3 35 9f954297 ‘Aright rectangular prism has a length of 28 centimeters (cin), a width of 15 em, and a height of 16 cm. What is the surface area, in cm, of the right rectangular prism? 36 denso7 1 ‘Aright circular cone has a volume of 3 cubic feet and a height of 9 feet. a ae a",,,,2216
ocr-00406,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 3.pdf,3.6,dc71597b,"‘What isthe radius, in feet, of the base of the cone?",at a3 a5 as vd 3 37 ssdeston ‘The volume of right circular cylinder A is 22 cubic centimeters. What is the,,,,A
ocr-00407,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 3.pdf,3.7,93de3f84,"The volume of right circular cylinder A is 22 cubic centimeters. What is the volume, in cubic centimeters, of aright circular cylinder with twice the radius and half the height of eyinder 42",an 8.22,,cas 2.66,,C
ocr-00408,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 3.pdf,3.8,eb70d2d0,,Area and Volume 3. Question © 38 comedy y FOC Pee eee eet Pee eee ee et Pee eee et Pose eee ree POP e eee et,,COCs eee ert 8 CoCCoR eee eee a ee se,,24.5
ocr-00409,Math,Geometry and Trigonometry,Area and Volume,Geometry and Trigonometry — Area and Volume,Area and Volume 3.pdf,3.9,f7e626b2,“IA as neal tf 5_4_9_6_ 7. 1,a +,,,,D
ocr-00529,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 1.pdf,1.1,23c5fcce,,a zstece &) The circle above with center © has a circumference of 36. What isthe length of minor arc AC? ag pad ce,,Circles 1,D368,A
ocr-00530,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 1.pdf,1.2,d03e29f1,2.36 12 coxezon (e- 6) + (y-3)' = 81 ‘The graph ofthe given equation inthe xyplane sa cicle. Whats the length ofthe radius ofthis cle?,AS 26,,co oat,,C
ocr-00531,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 1.pdf,1.3,f2495de4,15 RAGS patie hevalue of cos 2 or oe ova,,,,,C
ocr-00634,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 2.pdf,2.1,8e7689e0,,,,"Circles 2 Question# 1 re The numberof adans in a 720-dearee anole can be witten as gy, where isa constant What isthe valu of? 22 rashes ‘An angle asa assure of $f radians. What isthe measure of the ang in eas?",,4
ocr-00643,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 2.pdf,2.1,fc8aa563,,"A(-1,-7) 8.(-1,7) ©.(1,-7) (1,7)",,Circles 2 Question# 1D 210 faasses ‘What is the center of the circle in the xy-plane defined by the equation (x — 1)? + (y +7)? = 17,,C
ocr-00644,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 2.pdf,2.11,800e71b8,,"an sooere M N tn Points M,N, and Pie onthe circle shown. On ths circle, minor arc MIN has a length of 89 centimeters and major arc MPN hasa length of 195 centimeters. What i the circumference, in centimeters, ofthe circle shown? A390 8.156 6.195 0.234",,,,D
ocr-00635,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 2.pdf,2.2,74d8b897,"23 mera — Inthe xy-plane, acc with rads 5 has center (6,6) which ofthe {otowing isan equation of te cle?","AW OF + +8? =25, 8 +8%+y-8F=25",,"c,k-8° + +6F =5 v.k+8 +y-6F=5",,81
ocr-00636,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 2.pdf,2.3,856372ca,"24 9sbazs09 —_—— Inthe xy-plane above, points P, 2, R, and Tlie on the circle with center 0. ‘The degree measures of angles POQ and ROT are each 30” What i the tadian measure of angle QOR ? 5 nom Es",ag” 2.,,,,B
ocr-00637,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 2.pdf,2.4,95ba2d09,ra,a3” al a3”,,,,C
ocr-00638,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 2.pdf,2.5,82c8325f,,A(x 4)? + (045)? =5,"B.(x+4)? + (y—5)? =5, c.(x—4)? + (y+ 5)? = 25 p.(x+4)? + (y~5)? =25","Circles 2 Question# 1D 25 excess — ‘circle inthe xy-plane hasits center at (—4, 5) andthe point (—8,8) les onthe cle. Which equation represents this circle?",,D
ocr-00639,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 2.pdf,2.6,a0cacec1,"26 s0cscedt ‘An angle has a measure of 1 radians Whats the measure ofthe angle, in deocees? 27 eoottse Inthe o-plane, the graph ofthe equation (x — 3)? + (y—5)* = 91s circle. The point (6,), where cis a constant, es onthis cite, What is the value ofc?",,,,,192
ocr-00640,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 2.pdf,2.7,b96ff36e,26 2usziea9 ‘Themeasiue of angle Z is 60°. Whats the measure in tadlans of engle Z?,Ale ae,,cde,Dis 29 «esconz7 a? 4 582+y?=0 te thecemeadare Hae raamh ciltine mhunm amuatinn um circle tit 4-ane tne cermiteaten (ee x’ al'dee namic nie alertatt,5
ocr-00641,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 2.pdf,2.8,2d521ca9,"In the xy-plane, the graph of the given equation is a circle, What are the coordinates (2, y) of the center of the circle? (0,29) 8. (0, -29)",,,"C. (29,0) .(-29,0)",,B
ocr-00642,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 2.pdf,2.9,ee540927,,,,,,D
ocr-00367,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 3.pdf,3.1,c8345903,,Aon 8130,"Ba c8345305 eS : The circle above has center ©, the length of arc AOC is 5, and =100. What isthe length of are ABC 2",Circles 3,,B
ocr-00376,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 3.pdf,3.1,fb58c0db,‘What fraction of the circumference of the circle is the length of arc AB ?,"an acssosa a ‘Aciccle inthe xy-plane has equation +3) + (y-1)?=25, which ofthe folowing points does NOT e nthe interior ofthe cle? ACT.3) 2.(-3,1) ©.(0,0) 2.8.2)",,,,3.11
ocr-00377,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 3.pdf,3.11,acd30391,"sn bsamstt OO ‘Girce inthe xy-plane has the equation (2 +5)? + (y— 5)? = 4. Circle Bhas the same center as circle A. The radius of circle Bis two times the radius of circle A. The equation defining circle B inthe xy-planeis (+5)? + (y—5)* = &, where kis a constant. Whats the value of k",,,,,D
ocr-00378,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 3.pdf,3.12,b8a225ff,,,,,,16
ocr-00379,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 3.pdf,3.13,249d3f80,,,,"Circles 3 3x3 240«¥00 Point Os the center of a cele. The measure of ae RS on this circle is 100°. What isthe measure, in degrees, of its associated angle ROS? 3x6 sbedooo | 82? + 112pe + 8y’ — 64py = —448p”",,100
ocr-00380,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 3.pdf,3.14,abcd0007,"In the xy-plane, the graph of the given equation is a circle. The length of the radius of the circle is np, where n and pare positive constants. What isthe value of 1? 315 atz0te y EERE EAH SSSR SSS Peet EERE het EE PEC ee eer et",,,COCCC CCC Coo Coe CeCe eect,,3
ocr-00381,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 3.pdf,3.15,1b2b20b9,,,,"CCE Ss eect COPPA ser COC POPP Steer Pee POPP eerer eee Pe oa a me 4 $ SrEsEcevacEEce Circle A shown is defined by the equation 2* + (y~ 6)® = 7. Circle B (not shown) has the same radius but is translated 96. units tothe right. the equation of cc Bis (x — fh)? + (y — K)? = a, where kand are constants, whats the value of da?",,28
ocr-00382,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 3.pdf,3.16,2855cb58,,"ae eee cela the ayplane has ts center at (16,17) and has aradus of Tk. Which equation cepresents this ce? A (a 16)? + (y— 17)? = 49k 8. (2 ~ 16)? + (y~ 17)? = 49K ©. (2-16)? + (y= 17)? = Te ©. (aw ~ 16)? + (y~ 17)? = 7A?",,,,B
ocr-00383,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 3.pdf,3.17,fa2771d5,,A (x-7)? 4 (yt 7 =1 8 (x3)? + (y+3)2=1 oc. (x-11)? + (y+3)?=1,b. (x=7)? + (y-1)?=1,"Circles 3 317 fez7nas Circle A has equation ( — 7)” + (y+ 3)? = 1. Inthe zy-plane, circle B is obtained by translating circle A to the right 4 nits. Which equation represents circle 6?",,C
ocr-00384,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 3.pdf,3.18,35d37640,"Point F lies on a unit circle in the xy-plane and has coordinates (1, 0). Point G isthe center of the circle and has ‘coordinates (0, 0). Point H also lies on the circle and has coordinates (—1, y), where y is @ constant. Which of the folowing cou be the postive measure of angle FGH, in radans?",Amp am,,ct 0.25,,D
ocr-00368,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 3.pdf,3.2,2266984b,,"A. (-20,-16) 8. (-10,-8) cc. (10,8)",,C182 8 oz 32 mucoowe Hao 4 H6y= =20 oorcates of the coterf the cle?,,B
ocr-00369,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 3.pdf,3.3,69b0d79d,,,,"cone 0.(20,16) 33 obogroa DP Point Oi the center ofthe circle above, and the measure of ZOAB is 30°. It the lenath of OC is 18, whats the lenath of arc “8 oe",,B
ocr-00370,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 3.pdf,3.4,ab176ad6,,"Acircle in the xy-plane has its center at (—4, —6). Line k is tangent to this circle at the point (—7, —7). What is the slope of line k?",,Circles 3 Question# 1D 34 sbieads The equation (+6)? +(y +3)*=121 defines a circle inthe sy-plane. Whats the acu of the circle? 35 sesrieca,,11
ocr-00371,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 3.pdf,3.5,3e577e4a,,a ae a8,BaF,"Ce os Be 944250 Inthe xy-plane, the graph of 2x°— 6x +2y?+2y=45 isa ‘cl, What is the radius ofthe circle? AS 8.65",,A
ocr-00372,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 3.pdf,3.6,9e44284b,ovo 050 37 mse,"Aciecla has center O, and points A and Bile onthe circle. The measure of are ABis 45” and the length of are ‘ABs 3 inches. Whatis tho circumference, ninches, ofthe ciclo? A3 a6",,co pm,,A
ocr-00373,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 3.pdf,3.7,ca2235f6,,,,,D4,D
ocr-00374,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 3.pdf,3.8,981275d2,,"A@-8) 86-1) c.6,-8) 2.6,-9)",,"Circles 3 Question# 1 3a ons OOH sera Inthe x-plane, the graph of the equation above is cele Point Ps onthe circle and has coorsnates(10,~5).1f isa clamete ofthe ce, what",,A
ocr-00375,Math,Geometry and Trigonometry,Circles,Geometry and Trigonometry — Circles,Circles 3.pdf,3.9,89661424,"39 eoeci2e OO ‘circle in the xy-plane has its center at (~5,2) and has @ radus of 9. An equation ofthis circle is 2? ty! tar + by +¢=0, where a,b, end care constants. Whats the value of €? 310 fesscodo = x Points and B leona circle with radius 1,and arc AB has length “3° ‘Wiest friction of the cheuterence of tee cirele bs the enath of ew ABT",,,,,-52
ocr-00218,Math,Geometry and Trigonometry,"Lines, Angles, and Triangles","Geometry and Trigonometry — Lines, Angles, and Triangles","Lines, Angles, and Triangles 1.pdf",1.1,c8d60e48,"Lines, Angles, and Triangles 1 1 canoes F Inthe given triangle, AB = AC and ZABC has a measure (0 67°. Whats the value of x? 438 8.48",,,ce,,B
ocr-00227,Math,Geometry and Trigonometry,"Lines, Angles, and Triangles","Geometry and Trigonometry — Lines, Angles, and Triangles","Lines, Angles, and Triangles 1.pdf",1.1,5733ce30,"Lines, Angles, and Triangles 1 Mo s7s%2830 x Inthe given figure, AC extends to point D. f the measure of ZBAC is ‘equal tothe measure of ZBCA, what isthe value of x?",Ano 8.70,,,,D
ocr-00228,Math,Geometry and Trigonometry,"Lines, Angles, and Triangles","Geometry and Trigonometry — Lines, Angles, and Triangles","Lines, Angles, and Triangles 1.pdf",1.11,3828f53d,6.86 2.40,"an sez aS a te Pert eos Inthe figure above, ines m and n are parallel ‘What isthe value of b 2 40",,,,A
ocr-00229,Math,Geometry and Trigonometry,"Lines, Angles, and Triangles","Geometry and Trigonometry — Lines, Angles, and Triangles","Lines, Angles, and Triangles 1.pdf",1.12,42b4493b,,A 40 8.50,,c.65,"D.80 wz xoaao30 Ina ight triangle, the measure of ene of the acute anges is 51"". What i the measure, in degrees of the other acute angle? AG 8.39 c.49",B
ocr-00230,Math,Geometry and Trigonometry,"Lines, Angles, and Triangles","Geometry and Trigonometry — Lines, Angles, and Triangles","Lines, Angles, and Triangles 1.pdf",1.13,36200a38,"Lines, Angles, and Triangles 1 MMs sez00088",Ano 8.120,,c.130,D100,B
ocr-00231,Math,Geometry and Trigonometry,"Lines, Angles, and Triangles","Geometry and Trigonometry — Lines, Angles, and Triangles","Lines, Angles, and Triangles 1.pdf",1.14,69f4bbdc,,,,,,B
ocr-00232,Math,Geometry and Trigonometry,"Lines, Angles, and Triangles","Geometry and Trigonometry — Lines, Angles, and Triangles","Lines, Angles, and Triangles 1.pdf",1.15,f1747a6a,"Note: Figure not drawn to scale, Inthe right triangle shown, what isthe value of a?",A1B,"BIT 6.90 103, was tran In wiangle ABC, the measure of angle Bis 52° and the measure of angle C'is 17"". Whats the measure of angle a",,,D
ocr-00233,Math,Geometry and Trigonometry,"Lines, Angles, and Triangles","Geometry and Trigonometry — Lines, Angles, and Triangles","Lines, Angles, and Triangles 1.pdf",1.16,3b4b5b1e,"Lines, Angles, and Triangles 1 Me soaeste Zz ‘ig I k ey eae a",,,,,47
ocr-00234,Math,Geometry and Trigonometry,"Lines, Angles, and Triangles","Geometry and Trigonometry — Lines, Angles, and Triangles","Lines, Angles, and Triangles 1.pdf",1.17,5207e508,"Note: Figure not drawn to sae, Inthe figure, tine is parallel to line, Whats the value of 2?",aay s07es08 ' ” . n,,,,D
ocr-00235,Math,Geometry and Trigonometry,"Lines, Angles, and Triangles","Geometry and Trigonometry — Lines, Angles, and Triangles","Lines, Angles, and Triangles 1.pdf",1.18,e0d2e21a,"Lines, Angles, and Triangles 1 we eoszezi8 x y",A B,,"c Zz Note: Figures not drawn to scale. Forthe triangles shown tiangle ABC is diated bya scale factor of 3 to obtain viangle XYZ, where d = 16, What is the measure, in degrees, of angle X?",,C
ocr-00236,Math,Geometry and Trigonometry,"Lines, Angles, and Triangles","Geometry and Trigonometry — Lines, Angles, and Triangles","Lines, Angles, and Triangles 1.pdf",1.19,9d078710,,ax “ “ é,,,,A
